1,020205e+02;6,109380e+02
1,039490e+02;5,869614e+02
1,058774e+02;5,978173e+02
1,078059e+02;6,369695e+02
1,097344e+02;7,131482e+02
1,116628e+02;8,057176e+02
1,135913e+02;9,021416e+02
1,155198e+02;1,010257e+03
1,174482e+02;1,021399e+03
1,193767e+02;8,789716e+02
1,213052e+02;7,128450e+02
1,232336e+02;5,556101e+02
1,251621e+02;4,193680e+02
1,270906e+02;3,313158e+02
1,290190e+02;2,922440e+02
1,309475e+02;2,662084e+02
1,328760e+02;2,534221e+02
1,348044e+02;2,470190e+02
1,367329e+02;2,457168e+02
1,386614e+02;2,477290e+02
1,405898e+02;2,500078e+02
1,425183e+02;2,525128e+02
1,444468e+02;2,569949e+02
1,463752e+02;2,636704e+02
1,483037e+02;2,726370e+02
1,502322e+02;2,826053e+02
1,521606e+02;2,952094e+02
1,540891e+02;3,162547e+02
1,560176e+02;3,448954e+02
1,579460e+02;3,655366e+02
1,598745e+02;3,754292e+02
1,618030e+02;3,776930e+02
1,637314e+02;3,693751e+02
1,656599e+02;3,572282e+02
1,675884e+02;3,493402e+02
1,695168e+02;3,453521e+02
1,714453e+02;3,436689e+02
1,733738e+02;3,452657e+02
1,753022e+02;3,469318e+02
1,772307e+02;3,454385e+02
1,791592e+02;3,452709e+02
1,810876e+02;3,501111e+02
1,830161e+02;3,601432e+02
1,849446e+02;3,770458e+02
1,868730e+02;4,033764e+02
1,888015e+02;4,304752e+02
1,907300e+02;4,560346e+02
1,926584e+02;4,816983e+02
1,945869e+02;5,182755e+02
1,965154e+02;5,550134e+02
1,984438e+02;5,597355e+02
2,003723e+02;5,233359e+02
2,023008e+02;4,858015e+02
2,042292e+02;4,499307e+02
2,061577e+02;4,207963e+02
2,080862e+02;3,988709e+02
2,100146e+02;3,871909e+02
2,119431e+02;3,910898e+02
2,138716e+02;4,121408e+02
2,158000e+02;4,324713e+02
2,177285e+02;4,436766e+02
2,196570e+02;4,607986e+02
2,215854e+02;4,977579e+02
2,235139e+02;5,372750e+02
2,254424e+02;5,612068e+02
2,273708e+02;5,699833e+02
2,292993e+02;5,610165e+02
2,312278e+02;5,244683e+02
2,331562e+02;4,833737e+02
2,350847e+02;4,373963e+02
2,370132e+02;3,914830e+02
2,389417e+02;3,482278e+02
2,408701e+02;3,083153e+02
2,427986e+02;2,736971e+02
2,447271e+02;2,432031e+02
2,466555e+02;2,229599e+02
2,485840e+02;2,169945e+02
2,505125e+02;2,160442e+02
2,524409e+02;2,206136e+02
2,543694e+02;2,252533e+02
2,562979e+02;2,219498e+02
2,582263e+02;2,099093e+02
2,601548e+02;2,008485e+02
2,620833e+02;1,963365e+02
2,640117e+02;1,937568e+02
2,659402e+02;1,908689e+02
2,678687e+02;1,914986e+02
2,697971e+02;1,976361e+02
2,717256e+02;2,094249e+02
2,736541e+02;2,289757e+02
2,755825e+02;2,625856e+02
2,775110e+02;2,905705e+02
2,794395e+02;3,159686e+02
2,813679e+02;3,316298e+02
2,832964e+02;3,260150e+02
2,852249e+02;3,141931e+02
2,871533e+02;3,125436e+02
2,890818e+02;3,216588e+02
2,910103e+02;3,344214e+02
2,929387e+02;3,554822e+02
2,948672e+02;3,727901e+02
2,967957e+02;3,832288e+02
2,987241e+02;3,913529e+02
3,006526e+02;3,989094e+02
3,025811e+02;4,064578e+02
3,045095e+02;4,151303e+02
3,064380e+02;4,248965e+02
3,083665e+02;4,367439e+02
3,102949e+02;4,595648e+02
3,122234e+02;4,691789e+02
3,141519e+02;4,558813e+02
3,160803e+02;4,284545e+02
3,180088e+02;3,896813e+02
3,199373e+02;3,428479e+02
3,218657e+02;3,004057e+02
3,237942e+02;2,597159e+02
3,257227e+02;2,328824e+02
3,276511e+02;2,236002e+02
3,295796e+02;2,219800e+02
3,315081e+02;2,261268e+02
3,334365e+02;2,345980e+02
3,353650e+02;2,497621e+02
3,372935e+02;2,695848e+02
3,392219e+02;2,782426e+02
3,411504e+02;2,725628e+02
3,430789e+02;2,687769e+02
3,450073e+02;2,714779e+02
3,469358e+02;2,707213e+02
3,488643e+02;2,592053e+02
3,507927e+02;2,442656e+02
3,527212e+02;2,319116e+02
3,546497e+02;2,220667e+02
3,565781e+02;2,143414e+02
3,585066e+02;2,089287e+02
3,604351e+02;2,041400e+02
3,623635e+02;2,008867e+02
3,642920e+02;1,960356e+02
3,662205e+02;1,871574e+02
3,681489e+02;1,769401e+02
3,700774e+02;1,676354e+02
3,720059e+02;1,591973e+02
3,739343e+02;1,499695e+02
3,758628e+02;1,386685e+02
3,777913e+02;1,362578e+02
3,797197e+02;1,475371e+02
3,816482e+02;1,618715e+02
3,835767e+02;1,737509e+02
3,855051e+02;1,876953e+02
3,874336e+02;2,054362e+02
3,893621e+02;2,284242e+02
3,912905e+02;2,641291e+02
3,932190e+02;3,124752e+02
3,951475e+02;3,651166e+02
3,970759e+02;4,329600e+02
3,990044e+02;4,755155e+02
4,009329e+02;4,768875e+02
4,028613e+02;4,509238e+02
4,047898e+02;3,894922e+02
4,067183e+02;3,114640e+02
4,086467e+02;2,596522e+02
4,105752e+02;2,322236e+02
4,125037e+02;2,195043e+02
4,144321e+02;2,262888e+02
4,163606e+02;2,286717e+02
4,182891e+02;2,186187e+02
4,202175e+02;2,038499e+02
4,221460e+02;1,827947e+02
4,240745e+02;1,619306e+02
4,260029e+02;1,499545e+02
4,279314e+02;1,461503e+02
4,298599e+02;1,472160e+02
4,317883e+02;1,531804e+02
4,337168e+02;1,632360e+02
4,356453e+02;1,816002e+02
4,375737e+02;1,972080e+02
4,395022e+02;2,113318e+02
4,414307e+02;2,173932e+02
4,433591e+02;2,073304e+02
4,452876e+02;1,858987e+02
4,472161e+02;1,613187e+02
4,491445e+02;1,343458e+02
4,510730e+02;1,157262e+02
4,530015e+02;1,087360e+02
4,549299e+02;1,044987e+02
4,568584e+02;1,029864e+02
4,587869e+02;1,014038e+02
4,607153e+02;9,687673e+01
4,626438e+02;9,295197e+01
4,645723e+02;9,479936e+01
4,665007e+02;1,002913e+02
4,684292e+02;1,033150e+02
4,703577e+02;1,031396e+02
4,722861e+02;1,077926e+02
4,742146e+02;1,221741e+02
4,761431e+02;1,351309e+02
4,780715e+02;1,434465e+02
4,800000e+02;1,516792e+02
4,819285e+02;1,627335e+02
4,838569e+02;1,747976e+02
4,857854e+02;1,844714e+02
4,877139e+02;1,932748e+02
4,896423e+02;2,077650e+02
4,915708e+02;2,304828e+02
4,934993e+02;2,465682e+02
4,954277e+02;2,491420e+02
4,973562e+02;2,532995e+02
4,992847e+02;2,630253e+02
5,012131e+02;2,728668e+02
5,031416e+02;2,728315e+02
5,050701e+02;2,768348e+02
5,069985e+02;2,994302e+02
