457.97937	1377
458.04504	1378
458.10864	1369
458.17224	1382
458.23584	1377
458.29947	1376
458.36307	1374
458.42667	1376
458.49026	1380
458.55386	1381
458.61746	1380
458.68311	1373
458.7467	1374
458.8103	1376
458.87393	1373
458.93753	1374
459.00113	1380
459.0647	1375
459.1283	1378
459.19189	1375
459.25549	1377
459.32114	1378
459.38474	1376
459.44833	1377
459.51193	1377
459.57553	1380
459.63913	1374
459.70273	1380
459.7663	1378
459.8299	1379
459.89349	1377
459.95914	1380
460.02274	1375
460.08633	1373
460.1499	1380
460.2135	1376
460.2771	1375
460.34067	1379
460.40427	1378
460.46786	1374
460.53143	1383
460.59708	1376
460.66068	1377
460.72424	1379
460.78784	1375
460.85144	1380
460.91501	1376
460.97861	1377
461.04218	1382
461.10577	1382
461.16934	1376
461.23294	1378
461.29855	1379
461.36215	1378
461.42572	1381
461.48932	1377
461.55289	1380
461.61649	1380
461.68005	1385
461.74362	1383
461.80722	1381
461.87079	1391
461.93436	1404
462	1399
462.06357	1402
462.12714	1410
462.19073	1423
462.2543	1420
462.31787	1425
462.38144	1422
462.44504	1418
462.50861	1424
462.57217	1438
462.63574	1441
462.70135	1442
462.76495	1469
462.82852	1464
462.89209	1463
462.95566	1471
463.01923	1480
463.08279	1477
463.14636	1491
463.20993	1493
463.2735	1495
463.33707	1503
463.40063	1495
463.46625	1505
463.52982	1522
463.59338	1516
463.65695	1524
463.72052	1531
463.78409	1490
463.84766	1524
463.91122	1520
463.97479	1523
464.03833	1531
464.1019	1533
464.16547	1561
464.23108	1757
464.29465	4075
464.35822	3497
464.42175	1676
464.48532	1551
464.54889	1542
464.61246	1534
464.67599	1527
464.73956	1533
464.80313	1558
464.86667	1528
464.93024	1552
464.99585	1524
465.05939	1552
465.12296	1533
465.18652	1534
465.25006	1551
465.31363	1530
465.37717	1529
465.44073	1527
465.50427	1530
465.56784	1538
465.63138	1531
465.69495	1538
465.75848	1524
465.8241	1529
465.88763	1527
465.9512	1531
466.01474	1565
466.07828	1519
466.14185	1522
466.20538	1537
466.26895	1552
466.33249	1538
466.39603	1535
466.45956	1536
466.52313	1542
466.58667	1539
466.65021	1524
466.71582	1543
466.77936	1534
466.8429	1532
466.90643	1542
466.96997	1562
467.03354	1524
467.09708	1579
467.16061	1543
467.22415	1543
467.28769	1553
467.35123	1561
467.41476	1516
467.4783	1546
467.54391	1540
467.60745	1529
467.67099	1553
467.73453	1538
467.79807	1550
467.8616	1549
467.92514	1544
467.98868	1527
468.05219	1539
468.11572	1532
468.17926	1537
468.2428	1522
468.30634	1583
468.36987	1551
468.43341	1529
468.49899	1546
468.56253	1532
468.62604	1544
468.68958	1543
468.75311	1552
468.81665	1517
468.88016	1516
468.9437	1550
469.00723	1553
469.07077	1561
469.13428	1517
469.19781	1543
469.26135	1517
469.32486	1563
469.3884	1553
469.45398	1557
469.51749	1551
469.58102	1547
469.64453	1543
469.70807	1547
469.77161	1531
469.83511	1543
469.89865	1573
469.96216	1531
470.0257	1556
470.0892	1524
470.15271	1551
470.21625	1560
470.27975	1535
470.34329	1546
470.4068	1549
470.47034	1525
470.53589	1539
470.5994	1543
470.66293	1543
470.72644	1541
470.78995	1562
470.85349	1555
470.91699	1561
470.9805	1565
471.04404	1546
471.10754	1554
471.17105	1567
471.23456	1538
471.29807	1555
471.3616	1553
471.42511	1555
471.48862	1556
471.55212	1553
471.61768	1553
471.68118	1540
471.74469	1556
471.80823	1545
471.87173	1548
471.93524	1557
471.99875	1550
472.06226	1567
472.12576	1549
472.18927	1550
472.25278	1553
472.31628	1537
472.37979	1560
472.4433	1563
472.50681	1550
472.57028	1546
472.63379	1551
472.6973	1561
472.7608	1564
472.82635	1550
472.88986	1551
472.95337	1565
473.01685	1550
473.08035	1533
473.14386	1545
473.20737	1537
473.27087	1564
473.33435	1555
473.39786	1539
473.46136	1563
473.52484	1541
473.58835	1546
473.65186	1549
473.71533	1559
473.77884	1555
473.84235	1546
473.90582	1537
473.96933	1544
474.03281	1556
474.09836	1557
474.16187	1566
474.22534	1531
474.28885	1549
474.35233	1575
474.41583	1541
474.47931	1527
474.54282	1552
474.60629	1600
474.66977	1587
474.73328	1547
474.79675	1578
474.86026	1561
474.92374	1562
474.98721	1529
475.05072	1563
475.1142	1543
475.17767	1546
475.24118	1566
475.30466	1573
475.36813	1544
475.43164	1553
475.49512	1603
475.56064	1543
475.62411	1585
475.68762	1564
475.7511	1539
475.81458	1560
475.87805	1566
475.94153	1559
476.005	1550
476.06848	1552
476.13199	1573
476.19547	1556
476.25894	1563
476.32242	1606
476.38589	1563
476.44937	1553
476.51285	1561
476.57632	1536
476.6398	1568
476.70328	1543
476.76675	1566
476.83023	1553
476.89371	1558
476.95715	1557
477.02063	1571
477.08411	1556
477.14758	1598
477.2131	1575
477.27658	1540
477.34006	1602
477.40353	1575
477.46698	1579
477.53046	1544
477.59393	1567
477.65741	1563
477.72086	1560
477.78433	1580
477.84781	1573
477.91129	1543
477.97473	1563
478.03821	1577
478.10168	1570
478.16513	1552
478.22861	1574
478.29205	1567
478.35553	1553
